WKT;ID;CODIGO;NOMOFICIAL;ALT_IZQINI;ALT_IZQFIN;ALT_DERINI;ALT_DERFIN;NOMANTER;TIPO_C;LONG;OBSERVA;NOM_MAPA;SENTIDO;COD_SENT;BICISENDA;LADO_CICLO;RECORRID_X;CICLO_OBSE;TOOLTIP_BI
LINESTRING (-58.365068718313054 -34.598227667288263,-58.364983286045366 -34.599036432498011);8793;3272;COSSETTINI, OLGA;2;100;1;99;;CALLE;90.06;NOMBRE NO OFICIAL;OLGA COSSETTINI;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.416072869712572 -34.599277080504628,-58.41750773316501 -34.598877675423857);8845;21060;TUCUMAN;3602;3700;3601;3699;;CALLE;138.88;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.432993069042354 -34.598658686925951,-58.43407189758873 -34.59934706985991);8860;1057;ALVAREZ, JULIAN;602;700;601;699;ALVAREZ;CALLE;125.00;;JULIAN ALVAREZ;DECRECIENTE;;;;;;
LINESTRING (-58.421862740803832 -34.598209114394642,-58.422018355252561 -34.599225684349719,-58.42203864297462 -34.599363795002759);8866;1008;ACUÑA DE FIGUEROA, FRANCISCO;1002;1100;1001;1099;ALMAGRO;CALLE;129.10;;FRANCISCO ACUÑA DE FIGUEROA;DECRECIENTE;;;;;;
LINESTRING (-58.482417227049382 -34.598702965171327,-58.482856428247601 -34.599388201474611);8873;19050;RIVAS, Gral.;2402;2444;2345;2399;SANTO TOME - ARIAS;CALLE;86.03;;GRAL.RIVAS;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.369072405725632 -34.599354087128624,-58.367850561080267 -34.599231096608548);8875;30063;SANCHEZ DE THOMPSON, MARIQUITA;2;100;1;99;;CALLE;112.91;Asignación de Sentido de Circulación de O a E según Resolución  N.° 852/SSTRANS/14 aparecida en el Boletín Oficial 4549 del 29/12/2014;MARIQUITA SANCHEZ DE THOMPSON;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.369457747072005 -34.599391637126416,-58.36929815956443 -34.599376796206563,-58.369072405725632 -34.599354087128624);8881;23045;VIAMONTE;2;100;1;99;;CALLE;35.59;;VIAMONTE;DECRECIENTE;;;;;;
LINESTRING (-58.414903761236964 -34.599449733394003,-58.414627860244863 -34.597897945649336);8888;2082;BILLINGHURST;918;1000;917;999;;CALLE;174.00;corrección numeración 17-1;BILLINGHURST;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.389719328540792 -34.598478500714492,-58.38966414981784 -34.599440828432165);8890;13118;MONTEVIDEO;802;900;801;899;;CALLE;106.87;;MONTEVIDEO;DECRECIENTE;;;;;;
LINESTRING (-58.432993069042354 -34.598658686925951,-58.432210419951012 -34.599495709166888);8897;12145;LOYOLA;102;200;101;199;;CALLE;117.37;corrección altura 9-1-03;LOYOLA;DECRECIENTE;;;;;;
LINESTRING (-58.414930162181847 -34.599600312879545,-58.414903761236964 -34.599449733394003);8923;2082;BILLINGHURST;902;916;901;915;;CALLE;16.88;corrección numeración 17-1;BILLINGHURST;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.414930162181847 -34.599600312879545,-58.415910515032969 -34.599322301784582,-58.416072869712572 -34.599277080504628);8924;21060;TUCUMAN;3502;3600;3501;3599;;CALLE;110.79;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.405586271166591 -34.598040955790573,-58.405735351995048 -34.598356812271398,-58.406311476526682 -34.599657622678926);8933;5001;ECUADOR;902;1000;901;999;;CALLE;191.29;;ECUADOR;DECRECIENTE;;;;;;
LINESTRING (-58.443737750462958 -34.598927741367845,-58.444748421995229 -34.599754123180098);8956;7108;GURRUCHAGA;202;300;201;299;VALLE (parcial) - SEGUROLA (parcial);CALLE;130.38;;GURRUCHAGA;DECRECIENTE;;;;;;
LINESTRING (-58.39872302166269 -34.599760292490146,-58.398763447953328 -34.599686367194693,-58.39879517917791 -34.599622719414278,-58.398818042984729 -34.599349551934274,-58.39884521795063 -34.599229772844545,-58.398872469385687 -34.599121261823235,-58.398931382933313 -34.59903896553044,-58.398972220969739 -34.598982787530417,-58.399022138556532 -34.598747029908814,-58.39903132333373 -34.598541181736948,-58.399032198824052 -34.598286735806823);8960;22012;URIBURU JOSE E., Pres.;802;900;801;899;ANDES;CALLE;168.34;;PRES.JOSE E. URIBURU;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.443737750462958 -34.598927741367845,-58.442782223623311 -34.599792833658981);8969;17003;PADILLA;702;800;701;799;;CALLE;129.97;corrección altura 13-1-03;PADILLA;DECRECIENTE;;;;;;
LINESTRING (-58.374083036698075 -34.599786577564949,-58.374090055422293 -34.599673479776712,-58.374175571939382 -34.598783015007982,-58.374187239663598 -34.598622594819247);8976;20044;SAN MARTIN;702;800;701;799;;CALLE;129.48;;SAN MARTIN;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.439763836700116 -34.598974596161909,-58.438945248517172 -34.599734116626216,-58.438764907609155 -34.599874368454905);8992;3174;CORRIENTES AV.;5202;5300;5201;5299;TRIUNVIRATO (parcial);AVENIDA;135.57;;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.413718961295224 -34.599939352733706,-58.413842899114748 -34.599908485745907,-58.414930162181847 -34.599600312879545);9014;21060;TUCUMAN;3402;3500;3401;3499;;CALLE;117.30;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.43407189758873 -34.59934706985991,-58.435148104280266 -34.600033752385094);9034;1057;ALVAREZ, JULIAN;502;600;501;599;ALVAREZ;CALLE;124.69;;JULIAN ALVAREZ;DECRECIENTE;;;;;;
LINESTRING (-58.482856428247601 -34.599388201474611,-58.483344968184603 -34.600150402560601);9068;19050;RIVAS, Gral.;2446;2500;2401;2499;SANTO TOME - ARIAS;CALLE;95.70;;GRAL.RIVAS;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.379742070288479 -34.598971581289369,-58.37973046852683 -34.599162003196618,-58.37966724535088 -34.600132490057653);9072;20123;SUIPACHA;702;800;701;799;;CALLE;128.97;;SUIPACHA;DECRECIENTE;;;;;;
LINESTRING (-58.412278923753782 -34.600243496137971,-58.413435394686012 -34.600009875079913,-58.413718961295224 -34.599939352733706);9099;21060;TUCUMAN;3302;3400;3301;3399;;CALLE;136.37;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.438764907609155 -34.599874368454905,-58.437600286175453 -34.600264290241121);9103;3174;CORRIENTES AV.;5102;5200;5101;5199;TRIUNVIRATO (parcial);AVENIDA;115.26;;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.432210419951012 -34.599495709166888,-58.431427840348817 -34.600332655861237);9113;12145;LOYOLA;34;100;33;99;;CALLE;117.36;corrección altura 9-1-03;LOYOLA;DECRECIENTE;;;;;;
LINESTRING (-58.483344968184603 -34.600150402560601,-58.483586770653574 -34.600527699793794);9151;19050;RIVAS, Gral.;2502;2550;2501;2549;SANTO TOME - ARIAS;CALLE;47.37;;GRAL.RIVAS;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.410862565045058 -34.600527702252201,-58.410999191750498 -34.600501984587545,-58.412278923753782 -34.600243496137971);9155;21060;TUCUMAN;3202;3300;3201;3299;;CALLE;133.69;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.42203864297462 -34.599363795002759,-58.422211388465563 -34.600539672085226);9156;1008;ACUÑA DE FIGUEROA, FRANCISCO;902;1000;901;999;ALMAGRO;CALLE;131.40;;FRANCISCO ACUÑA DE FIGUEROA;DECRECIENTE;;;;;;
LINESTRING (-58.369457747072005 -34.599391637126416,-58.369342051827523 -34.600338626806455,-58.369315625224864 -34.600512556822288);9160;2105;BOUCHARD;602;700;601;699;;CALLE;125.03;;BOUCHARD;DECRECIENTE;;;;;;
LINESTRING (-58.444748421995229 -34.599754123180098,-58.445752641801292 -34.600575143299274);9165;7108;GURRUCHAGA;102;200;101;199;VALLE (parcial) - SEGUROLA (parcial);CALLE;129.54;;GURRUCHAGA;DECRECIENTE;;;;;;
LINESTRING (-58.442782223623311 -34.599792833658981,-58.441823269434558 -34.600661016464898);9188;17003;PADILLA;602;700;601;699;;CALLE;130.44;corrección altura 13-1-03;PADILLA;DECRECIENTE;;;;;;
LINESTRING (-58.435148104280266 -34.600033752385094,-58.436150331836515 -34.600673224370496);9193;1057;ALVAREZ, JULIAN;402;500;401;499;ALVAREZ;CALLE;116.12;;JULIAN ALVAREZ;DECRECIENTE;;;;;;
LINESTRING (-58.369315625224864 -34.600512556822288,-58.370352117341881 -34.600635677028123);9195;21060;TUCUMAN;102;200;101;199;;CALLE;96.05;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.406311476526682 -34.599657622678926,-58.406615991342271 -34.600612447331692,-58.406647522893394 -34.600710845847225);9200;5001;ECUADOR;802;900;801;899;;CALLE;120.84;;ECUADOR;DECRECIENTE;;;;;;
LINESTRING (-58.437600286175453 -34.600264290241121,-58.436222027472425 -34.600725636316596);9204;3174;CORRIENTES AV.;5002;5100;5001;5099;TRIUNVIRATO (parcial);AVENIDA;136.39;;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.38966414981784 -34.599440828432165,-58.38959106811798 -34.600713297866633);9210;13118;MONTEVIDEO;702;800;701;799;;CALLE;141.32;;MONTEVIDEO;DECRECIENTE;;;;;;
LINESTRING (-58.431427840348817 -34.600332655861237,-58.43103820616335 -34.600749261442722);9217;12145;LOYOLA;2;32;1;31;;CALLE;58.42;corrección altura 9-1-03;LOYOLA;DECRECIENTE;;;;;;
LINESTRING (-58.370617534065097 -34.600665901415034,-58.370700120173836 -34.60067474138927,-58.371268891226009 -34.600740664330836);9225;21060;TUCUMAN;202;300;201;299;;CALLE;60.32;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.415136455234979 -34.600766564766275,-58.414966495362627 -34.599807729401725,-58.414930162181847 -34.599600312879545);9227;2082;BILLINGHURST;802;900;801;899;;CALLE;130.75;corrección numeración 17-1;BILLINGHURST;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.436222027472425 -34.600725636316596,-58.436055163516365 -34.600781517621954);9234;3174;CORRIENTES AV.;4972;5000;0;0;TRIUNVIRATO (parcial);AVENIDA;16.51;corrección numeración 27-1;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.409178489571282 -34.600844099948112,-58.410862565045058 -34.600527702252201);9260;21060;TUCUMAN;3102;3200;3101;3199;;CALLE;158.42;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.371268891226009 -34.600740664330836,-58.371354134529717 -34.600750587701853,-58.372480221243691 -34.600845936116649,-58.37258990999176 -34.600854327342162);9271;21060;TUCUMAN;302;400;301;399;;CALLE;121.84;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.481849387991844 -34.600794544301699,-58.482041523855479 -34.600770358145226,-58.4838060869712 -34.600890492819524);9275;7112;GUTIERREZ, RICARDO;2402;2600;0;0;GUIRALDES, INT.;CALLE;180.24;;RICARDO GUTIERREZ;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.445752641801292 -34.600575143299274,-58.446149804960356 -34.600899998957857);9281;7108;GURRUCHAGA;2;100;1;99;VALLE (parcial) - SEGUROLA (parcial);CALLE;51.24;;GURRUCHAGA;DECRECIENTE;;;;;;
LINESTRING (-58.4838060869712 -34.600890492819524,-58.483871437399529 -34.600991612118818);9312;19050;RIVAS, Gral.;0;0;0;0;SANTO TOME - ARIAS;CALLE;12.72;;GRAL.RIVAS;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.37258990999176 -34.600854327342162,-58.373993638539858 -34.600961557091146);9313;21060;TUCUMAN;402;500;401;499;;CALLE;129.31;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.373993638539858 -34.600961557091146,-58.37399899367751 -34.600891347064795,-58.374076799129078 -34.599885872577467,-58.374083036698075 -34.599786577564949);9314;20044;SAN MARTIN;602;700;601;699;;CALLE;130.60;;SAN MARTIN;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.431154326851278 -34.60088119796017,-58.429949220712942 -34.601002082261324);9316;8033;HUMAHUACA;4602;4700;4601;4699;;CALLE;111.35;;HUMAHUACA;DECRECIENTE;;;;;;
LINESTRING (-58.481849387991844 -34.600794544301699,-58.481985376201514 -34.601046926886468);9329;5058;EMPEDRADO;2444;2452;2451;2453;;CALLE;30.65;;EMPEDRADO;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.446309507499194 -34.600847624147328,-58.446664875443332 -34.6010708488989);9334;21049;TRES ARROYOS;102;200;101;199;MONTE EGMONT;CALLE;40.94;;TRES ARROYOS;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.373993638539858 -34.600961557091146,-58.374102305639937 -34.600969875789275,-58.375172552885665 -34.601040932534858,-58.375330362426027 -34.601049707931445);9335;21060;TUCUMAN;502;600;501;599;;CALLE;123.01;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.398620492876333 -34.60107338725377,-58.398630614191362 -34.600980501719008,-58.39872302166269 -34.599760292490146);9340;22012;URIBURU JOSE E., Pres.;702;800;701;799;ANDES;CALLE;145.97;;PRES.JOSE E. URIBURU;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.407759822171478 -34.601110662693742,-58.409178489571282 -34.600844099948112);9348;21060;TUCUMAN;3002;3100;3001;3099;;CALLE;133.45;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.375330362426027 -34.601049707931445,-58.376750904948409 -34.60112902962382);9355;21060;TUCUMAN;602;700;601;699;;CALLE;130.60;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.429949220712942 -34.601002082261324,-58.428384851589087 -34.601159123139539);9358;8033;HUMAHUACA;4502;4600;4501;4599;;CALLE;144.55;;HUMAHUACA;DECRECIENTE;;;;;;
LINESTRING (-58.436055163516365 -34.600781517621954,-58.43485107891054 -34.601184573996875);9365;3174;CORRIENTES AV.;4902;4970;4901;4999;TRIUNVIRATO (parcial);AVENIDA;119.16;;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.376750904948409 -34.60112902962382,-58.376873967688006 -34.601135877063889,-58.378045392673457 -34.601214937784214,-58.378176462931485 -34.601220451387213);9375;21060;TUCUMAN;702;800;701;799;;CALLE;131.16;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.441823269434558 -34.600661016464898,-58.441089118286456 -34.60129837776536);9383;17003;PADILLA;502;600;501;599;;CALLE;97.64;corrección altura 13-1-03;PADILLA;DECRECIENTE;;;;;;
LINESTRING (-58.378176462931485 -34.601220451387213,-58.379593112631532 -34.601280370367945);9388;21060;TUCUMAN;802;900;801;899;;CALLE;130.12;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.37966724535088 -34.600132490057653,-58.379660239122813 -34.600240587982881,-58.37959842006827 -34.601167834520851,-58.379593112631532 -34.601280370367945);9389;20123;SUIPACHA;602;700;601;699;;CALLE;127.52;;SUIPACHA;DECRECIENTE;;;;;;
LINESTRING (-58.428384851589087 -34.601159123139539,-58.427088942774937 -34.601289108892097,-58.426926176819428 -34.601305118230172);9391;8033;HUMAHUACA;4402;4500;4401;4499;;CALLE;134.78;;HUMAHUACA;DECRECIENTE;;;;;;
LINESTRING (-58.379593112631532 -34.601280370367945,-58.379713196652247 -34.601285452286014,-58.380886089976265 -34.601348570641221,-58.381101817270007 -34.601356109740415);9404;21060;TUCUMAN;902;1000;901;999;;CALLE;138.65;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.381101817270007 -34.601356109740415,-58.381586334747723 -34.60137299708579);9409;21060;TUCUMAN;1002;1040;1001;1039;;CALLE;44.48;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.436222027472425 -34.600725636316596,-58.437288220372494 -34.6014098327638);9411;1057;ALVAREZ, JULIAN;302;400;301;399;ALVAREZ;CALLE;123.80;;JULIAN ALVAREZ;DECRECIENTE;;;;;;
LINESTRING (-58.481985376201514 -34.601046926886468,-58.482035306917297 -34.601139598576516,-58.482185950868427 -34.601415218922028);9413;5058;EMPEDRADO;2454;2500;2455;2499;;CALLE;44.81;;EMPEDRADO;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.381928563364283 -34.601384927827546,-58.382351810050956 -34.601399687337597);9416;21060;TUCUMAN;1062;1100;1061;1099;;CALLE;38.86;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.426926176819428 -34.601305118230172,-58.42546366542205 -34.601448629824816);9432;8033;HUMAHUACA;4302;4400;4301;4399;;CALLE;135.10;;HUMAHUACA;DECRECIENTE;;;;;;
LINESTRING (-58.382351810050956 -34.601399687337597,-58.382573414184172 -34.60140736855525,-58.383880130276467 -34.601452305810746);9437;21060;TUCUMAN;1102;1200;1101;1199;;CALLE;140.31;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.43485107891054 -34.601184573996875,-58.433720152128075 -34.60156312788282);9455;3174;CORRIENTES AV.;4822;4900;4821;4899;TRIUNVIRATO (parcial);AVENIDA;111.92;;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.42546366542205 -34.601448629824816,-58.423921085648715 -34.601599986088424);9460;8033;HUMAHUACA;4202;4300;4201;4299;;CALLE;142.49;;HUMAHUACA;DECRECIENTE;;;;;;
LINESTRING (-58.383880130276467 -34.601452305810746,-58.38434242007979 -34.601464575839117,-58.384515734242598 -34.601562155483172,-58.385276452320817 -34.60158264129894);9461;21060;TUCUMAN;1202;1300;1201;1299;;CALLE;131.48;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.406647522893394 -34.600710845847225,-58.406943129131975 -34.601625875189114);9473;5001;ECUADOR;702;800;701;799;;CALLE;105.07;;ECUADOR;DECRECIENTE;;;;;;
LINESTRING (-58.406943129131975 -34.601625875189114,-58.407759822171478 -34.601110662693742);9474;21060;TUCUMAN;2902;3000;2901;2999;;CALLE;94.23;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.433720152128075 -34.60156312788282,-58.433473045355072 -34.60164581857078);9476;3174;CORRIENTES AV.;4802;4820;4801;4819;TRIUNVIRATO (parcial);AVENIDA;24.45;;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.385276452320817 -34.60158264129894,-58.386693784718851 -34.601653535034053);9478;21060;TUCUMAN;1302;1400;1301;1399;;CALLE;130.25;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.446664875443332 -34.6010708488989,-58.447506422912902 -34.601599568285224,-58.447645234098651 -34.601686983183733);9488;21049;TRES ARROYOS;202;300;201;299;MONTE EGMONT;CALLE;112.95;;TRES ARROYOS;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.386693784718851 -34.601653535034053,-58.386905933394949 -34.601664160351646,-58.387883477532178 -34.601704976437773,-58.388031836588823 -34.601712884511038);9499;21060;TUCUMAN;1402;1500;1401;1499;;CALLE;122.92;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.40592885661173 -34.601727312771274,-58.406943129131975 -34.601625875189114);9505;21060;TUCUMAN;2802;2900;2801;2899;;CALLE;93.72;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.422211388465563 -34.600539672085226,-58.422228196546889 -34.60065376652193,-58.422381140671078 -34.601751112439899);9513;1008;ACUÑA DE FIGUEROA, FRANCISCO;802;900;801;899;ALMAGRO;CALLE;135.29;;FRANCISCO ACUÑA DE FIGUEROA;DECRECIENTE;;;;;;
LINESTRING (-58.423921085648715 -34.601599986088424,-58.422381140671078 -34.601751112439899);9514;8033;HUMAHUACA;4102;4200;4101;4199;;CALLE;142.25;;HUMAHUACA;DECRECIENTE;;;;;;
LINESTRING (-58.415312531361067 -34.601760403448324,-58.415136455234979 -34.600766564766275);9517;2082;BILLINGHURST;702;800;701;799;;CALLE;111.43;corrección numeración 17-1;BILLINGHURST;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.481892200122637 -34.601783871059062,-58.482185950868427 -34.601415218922028);9521;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2702;2730;2701;2729;SUDAMERICA;CALLE;48.97;;GRAL. JOSE GERVASIO ARTIGAS;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.388031836588823 -34.601712884511038,-58.389398580682993 -34.601785899043392,-58.389528708452737 -34.601799710059495);9529;21060;TUCUMAN;1502;1600;1501;1599;;CALLE;137.66;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.38959106811798 -34.600713297866633,-58.389528708452737 -34.601799710059495);9530;13118;MONTEVIDEO;602;700;601;699;;CALLE;120.65;;MONTEVIDEO;DECRECIENTE;;;;;;
LINESTRING (-58.369315625224864 -34.600512556822288,-58.369289027384937 -34.600687190948214,-58.369154312551835 -34.601806566530399);9535;2105;BOUCHARD;502;600;501;599;;CALLE;144.32;;BOUCHARD;DECRECIENTE;;;;;;
LINESTRING (-58.404802234741233 -34.601839534142727,-58.404982637277548 -34.601821942884271,-58.40592885661173 -34.601727312771274);9537;21060;TUCUMAN;2702;2800;2701;2799;;CALLE;104.09;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.389528708452737 -34.601799710059495,-58.389663860806394 -34.601814087346028,-58.390896718375487 -34.601889540192381);9549;21060;TUCUMAN;1602;1678;1601;1679;;CALLE;125.90;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.422381140671078 -34.601751112439899,-58.422212155228799 -34.601767676834342,-58.420782334517455 -34.601908185286668);9552;8033;HUMAHUACA;4002;4100;4001;4099;;CALLE;147.69;;HUMAHUACA;DECRECIENTE;;;;;;
LINESTRING (-58.390896718375487 -34.601889540192381,-58.391165671682003 -34.601906036809275,-58.391298956595904 -34.601913579946128);9556;21060;TUCUMAN;1680;1700;1681;1699;;CALLE;36.99;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.403588817050178 -34.601957830083855,-58.404802234741233 -34.601839534142727);9565;21060;TUCUMAN;2602;2700;2601;2699;;CALLE;112.08;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.391298956595904 -34.601913579946128,-58.392592289973102 -34.601986727003279);9569;21060;TUCUMAN;1702;1800;1701;1799;;CALLE;118.91;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.441089118286456 -34.60129837776536,-58.440513599183014 -34.602044500052301);9578;17003;PADILLA;402;500;401;499;;CALLE;98.17;corrección altura 13-1-03;PADILLA;DECRECIENTE;;;;;;
LINESTRING (-58.420782334517455 -34.601908185286668,-58.419339647626124 -34.602049940061526);9582;8033;HUMAHUACA;3902;4000;3901;3999;;CALLE;133.27;;HUMAHUACA;DECRECIENTE;;;;;;
LINESTRING (-58.433473045355072 -34.60164581857078,-58.43219849130174 -34.602072424251517);9594;3174;CORRIENTES AV.;4702;4800;4701;4799;TRIUNVIRATO (parcial);AVENIDA;126.13;;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.43219849130174 -34.602072424251517,-58.431894941134999 -34.602080235617599);9595;3174;CORRIENTES AV.;4692;4700;4691;4699;TRIUNVIRATO (parcial);AVENIDA;27.86;corrección nombre 9-1-03;AV. CORRIENTES;DECRECIENTE;;;;;;
LINESTRING (-58.392592289973102 -34.601986727003279,-58.392806653394864 -34.601998892688812,-58.393962963081165 -34.602056523535474,-58.394101868287713 -34.602065827406548);9598;21060;TUCUMAN;1802;1900;1801;1899;;CALLE;138.75;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.402303586671721 -34.602090797295844,-58.40345832714813 -34.601970584185509,-58.403588817050178 -34.601957830083855);9605;21060;TUCUMAN;2502;2600;2501;2599;;CALLE;118.81;;TUCUMAN;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.37390611749602 -34.602130974100085,-58.373914525170584 -34.601993651113794,-58.373993638539858 -34.600961557091146);9624;20044;SAN MARTIN;502;600;501;599;;CALLE;129.98;;SAN MARTIN;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.431894941134999 -34.602080235617599,-58.431069352473756 -34.602164534643968);9626;3174;CORRIENTES AV.;4652;4690;4651;4689;TRIUNVIRATO (parcial);AVENIDA;76.30;;AV. CORRIENTES;DECRECIENTE;;;;;;
